dt,tweet,User,local
2021-01-04 16:46:57,BioNTech &amp; Pfizer: No Data To Demonstrate Protection Against Covid-19 From Vaccine Is Sustained Beyond 21 Days After First Dose. $PFE $BNTX,Fxglobe_1,
2021-01-04 16:46:51,The IoT Plays a Crucial Role in Covid-19 Vaccination Distribution  #IoT  #Covid-19 #Vaccine  https://t.co/r6l7onz1DY https://t.co/ySzppcMtNd,IMCNewsdesk,US
2021-01-04 16:46:37,"Just got my Pfizer Covid Vaccine, we’ll see how I react to this after a couple of hours.",HunnyXing,
2021-01-04 16:46:33,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/yDW1T3Jr0P via @MailOnline",Angela97415895,
2021-01-04 16:46:32,#vaccinations #Pfizer #COVID19 #Covid #BreakingNews #BREAKING   NURSE SADDLY PASSES AWAY 2 DAYS AFTER SHE TOOK PFIS… https://t.co/W9Rt75n9Nf,MrSpock2020,UK
2021-01-04 16:46:02,Pharmacy technicians told they can administer Pfizer/BioNTech COVID-19 vaccine under government protocol https://t.co/IKEIdD2AiK,pharmacy_tweet,amsterdam
2021-01-04 16:45:33,"You seen this, @EwanMacKenna?   https://t.co/eW1S3m1Xg2",Jack76399855,
2021-01-04 16:45:15,MEXICO CITY (Reuters) - Mexican authorities said they are studying the case of a 32-year-old female doctor who was… https://t.co/btM83QGG4g,JamesSi41932301,
2021-01-04 16:45:00,A screen shows a plane carrying doses of the Pfizer-BioNTech COVID-19 vaccine arriving at Santiago International Ai… https://t.co/hNDAiYbVkl,PixiedustJtT,UK
2021-01-04 16:44:20,"$PFE $BNTX BioNTech, Pfizer Say There Is No Data To Demonstrate That Protection Against COVID-19 From Their Vaccine… https://t.co/97FyAjHaGH",StockJock22,
2021-01-04 16:43:49,"@jordanhk92 @yashar Yes, they are forced to take the Russian vaccine because they don't possess the necessary resou… https://t.co/7eHS8FJtPt",cedar1256,
2021-01-04 16:43:40,"Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he 'wants ans… https://t.co/evYCsFXEAb",anncase23695006,
2021-01-04 16:43:14,BioNTech &amp; Pfizer: No Data To Demonstrate Protection Against Covid-19 From Vaccine Is Sustained Beyond 21 Days After First Dose | $PFE $BNTX,GrnBulls,
2021-01-04 16:42:59,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/LXsj3GfH2g via @MailOnline",cherfauvel,UK
2021-01-04 16:42:48,BioNTech &amp; Pfizer: No Data To Demonstrate Protection Against Covid-19 From Vaccine Is Sustained Beyond 21 Days After First Dose. $PFE $BNTX,FinancialJuice,London. New York.
2021-01-04 16:42:34,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/FXCCxq5xVq",britishbullybee,United Kingdom
2021-01-04 16:42:31,HSE stating most will be immune from covid after the vaccine. Not even Pfizer is stating this. Pfizer - Reduced sym… https://t.co/ctM4TPoHLT,DaniG_I_am,Ireland
2021-01-04 16:42:26,$PFE $BNTX BioNTech &amp; Pfizer: No Data To Demonstrate Protection Against Covid-19 From Vaccine Is Sustained Beyond 21 Days After First Dose,SharpStreetCap,United States
2021-01-04 16:42:25,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/e4pP4iQjkC via https://t.co/61MM59vS4p",moeva18,#blanknietwit land
2021-01-04 16:42:21,COVID-19: Female Health Worker Acevedo Dies 2 Days After Pfizer Vaccine . https://t.co/Qs4OHsaWJV,Uju_edochie,Lagos.
2021-01-04 16:42:17,@AlexBerenson Covid vaccine: You can't sue Pfizer or Moderna over side effects   https://t.co/jgT971hB9q,ComplexVert,
2021-01-04 16:42:11,"BIONTECH, PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAIN… https://t.co/VTzfjJOq09",andrew_holmes,"Crest Hill, IL"
2021-01-04 16:42:05,"BioNTech, Pfizer Say There Is No Data To Demonstrate That Protection Against COVID-19 From Their Vaccine Is Sustain… https://t.co/7Alr7GJH7R",InaraBright,
2021-01-04 16:42:05,"We got to cocky Eurobros  ""This meant the EU ended up placing a relatively low order of just 300 million doses with… https://t.co/EYsPYSdWec",choquembps,
2021-01-04 16:41:45,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online https://t.co/DQYjWmHEYo,mijulieack,"England, United Kingdom"
2021-01-04 16:41:27,$PFE $BNTX | BioNTech &amp; Pfizer: No Data To Demonstrate Protection Against Covid-19 From Vaccine Is Sustained Beyond 21 Days After First Dose,LiveSquawk,Global
2021-01-04 16:41:13,"BIONTECH, PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTION AGAINST COVID-19 FROM THEIR VACCINE IS SUSTAIN… https://t.co/EvM4C7GsaX",YounggJustin,"Toronto, Ontario"
2021-01-04 16:40:13,"@Valkyrie20201 @AlisonBlunt  Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as… https://t.co/PS0TiESDr5",DaveBthinking,
2021-01-04 16:40:10,"Both, the @BioNTech_Group @pfizer and @moderna_tx  #Covid_19 #vaccines are using #mRNA technology. @gavi, the Vacci… https://t.co/aFT23pE4gb",HumanVacProject,"New York, NY"
2021-01-04 16:40:00,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/srdGYijFoI  Good job they did pro… https://t.co/BySlqrON21",BristolComSense,"Kaaba, Mecca, Saudi Arab"
2021-01-04 16:39:09,@timesofindia Taking the COVID vaccine is a personal choice of individual but shouldn’t be politicised by any party… https://t.co/Bw2J0x6UHY,BaljitRekhi,Delhi (india)
2021-01-04 16:39:00,"""The more that a vaccine can reduce the virus’s transmission, the more quickly a population can move toward herd im… https://t.co/L0E3obqdBN",RichDuszak,"Atlanta, GA"
2021-01-04 16:38:32,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/l1az3O5N7i via @MailOnline",rebeccadesbie10,
2021-01-04 16:37:39,"Portuguese health worker, 41, dies two days after getting Pfizer jab  https://t.co/tCE45YG7xI",Scarsbrook_G,"South West, England"
2021-01-04 16:37:29,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/BZp5O4WdiP via @MailOnline",Julieja91669968,Durham Uk
2021-01-04 16:36:33,Pfizer Has Offered South Africa Discounted Covid-19 Vaccines,BrainandMoney,Global
2021-01-04 16:36:06,@JCote41270575 @DFisman @BogochIsaac The PA has decided to deal directly with the Russians for 4M doses (they will… https://t.co/NE1LkhSfU3,Moe27615584,
2021-01-04 16:35:51,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/YQnHu9fcMA via @MailOnline",MuCancri10,"Harlow, Essex"
2021-01-04 16:35:30,"Vaccinated on Dec. 30, 2020 &amp; hope this is not due to Pfizer Coronavirus Vaccine. If this is the case, it is good t… https://t.co/i1GuKjKwSW",DeeDhungel,Nepal
2021-01-04 16:35:17,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/COkA63WfhE",yourtvwindsor,"Windsor, Ontario"
2021-01-04 16:35:12,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/qbo9XxJ0hh",yourtvsfalls,"Smiths Falls, Ontario"
2021-01-04 16:35:06,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/YvrOeIZadv",yourtvsarnia,"Sarnia, Ontario"
2021-01-04 16:35:01,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/ISgTXPnnrS",yourtvquinte,"Belleville, Ontario"
2021-01-04 16:34:54,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/oYXeVeQEcp",yourtvptbo,"Peterborough, Ontario"
2021-01-04 16:34:50,"A Portuguese health worker has died two days after getting the #Pfizer coronavirus vaccine. Sonia Acevedo, 41, suff… https://t.co/R72kGlkR5w",SofAsimak,Athens  -  Greece
2021-01-04 16:34:47,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/tek9KzasMb",yourtvov,"Pembroke, Ontario"
2021-01-04 16:34:41,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/fOYRkrydGL",yourtvontario,"Ontario, Canada"
2021-01-04 16:34:40,"Received my first dose of the #Pfizer COVID-19 vaccine today! I’m excited, grateful, and proud to be able to protec… https://t.co/UvVNwlQKqy",abigailrhoffman,
2021-01-04 16:34:36,"5 Ontario Long-term care workers who were the first to receive the Pfizer-BioNTech vaccine, will get their second d… https://t.co/NaG5rTjOpc",yourtvnorthbay,"North Bay, Ontario"
2021-01-04 18:00:41,"Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he 'wants ans… https://t.co/EGsRbuG3Xg",ArcaneKnowledge,
2021-01-04 18:00:30,"The EU will acquire an additional 100 million doses of Pfizer and BioNTech's #mRNA #COVID-19vaccine, bringing the t… https://t.co/ZDw0HxBfb2",pharmanewsintel,"Danvers, MA"
2021-01-04 18:00:28,"oxford vaccine? 90% effective moderna? 94.5% pfizer? 95% all three? that’s 279.5% efficiency against covid, someone swing em all",aidanlovesfilm,"Vancouver, WA"
2021-01-04 18:00:02,UF Health researcher answers questions about both the Pfizer-BioNTech and Moderna COVID-19 vaccines https://t.co/Qa5NWFmnS1,WCJB20,"Gainesville, FL"
2021-01-04 18:00:00,The first member of staff at #Harrogate District Hospital has been given the Pfizer BioNTech vaccine   https://t.co/YzTAXSpwAX,GHRHarrogate,Harrogate
2021-01-04 18:00:00,"#PfizerBioNTech offered to supply #SouthAfrica with their #Covid19 vaccine at a discounted dose, yet the president’… https://t.co/YdHjtItpUQ",PeninsulaQatar,Qatar
2021-01-04 18:00:00,"There’s ‘no data’ to show single dose of vaccine protects after 21 days, Pfizer says | By @HerbScribner  https://t.co/izk5rPpPOw",DeseretNews,"Salt Lake City, UT"
2021-01-04 17:58:47,Pfizer and BioNTech have offered SA discounted Covid-19 vaccines https://t.co/BuUqOevFul via @fin24,SnoopyBez,"Cape Town, South Africa"
2021-01-04 17:58:36,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/s1PoaR8q3J via @MailOnline",Carisna2020,South Africa
2021-01-04 17:56:54,"@TheAgeofShoddy @77cyko Cuomo plays 3D chess. One step ahead of the rest of us.  ""Cuomo says Covid-19 Pfizer vaccin… https://t.co/nnsbh3zaqp",MotherCabriniNY,New York City
2021-01-04 17:56:49,Lol... We are even getting a discount 🙄 that's how bad they want to fuck us up.   Pfizer and BioNTech have offered… https://t.co/KYPfLBn7ne,Twa_eLite,Africa
2021-01-04 17:56:01,@DeryaTR_ hocam biraz önce finansal piyasalara düşen haber PFIZER SAY THERE IS NO DATA TO DEMONSTRATE THAT PROTECTI… https://t.co/B6O1y8iiKZ,utkualtunoz,
2021-01-04 17:55:47,"Portuguese health worker, 41, dies two days after getting the Pfizer covid vaccine as her father says he 'wants ans… https://t.co/KOK2MLymz9",am_mirk,
2021-01-04 17:55:45,Nurse collapses after taking the Pfizer Covid 19 vaccine. https://t.co/3a3bkw4CNz,Gentlements,Azania
2021-01-04 17:54:49,"Portuguese health worker, 41, dies two days after getting Pfizer jab  https://t.co/KWMNwmbk6O",blvlaw,West Midlands/Worcestershire
2021-01-04 17:53:38,Scott Gottlieb works for Pfizer - he has a vested/conflict of interest in their vaccine being given now that there'… https://t.co/IpG7OguEd0,basementvegan,South half of Georgia
2021-01-04 17:53:37,Soledad receives the vaccine. Vaccination against covid-19 with the Pfizer-BioNtech vaccine at the residence for th… https://t.co/Aw2At26RrV,EduDieguezPhoto,"Alcala de Henares, Madrid"
2021-01-04 17:53:36,@DryHumorDryBeef @Algerwins @toddeherman See the table on page 24 here: https://t.co/9PXJlLbJwk (it's the submissio… https://t.co/95Po9D7S4x,Alsadius,
2021-01-04 17:53:30,Stay tuned for my first YouTube video coming later this year.   HIP-HOP head reacts to FIRST TIME receiving COVID-1… https://t.co/UES42ILIhi,_TheOriginalDon,"New York, NY"
2021-01-04 17:53:25,"Portuguese health worker, 41, dies two days after getting Pfizer jab.  No way it could be the vaccine that caused i… https://t.co/hnKxosDRKk",Joe_Kamal_,"Detroit, MI"
2021-01-04 17:53:24,Advising individuals with allergies on their suitability for Pfizer-BioNTech COVID-19 Vaccine – SPS - Specialist Ph… https://t.co/wbk0EKT2s1,CannaFrom,"England, United Kingdom"
2021-01-04 17:53:21,@KMurphy1908 @farrell_katrina Interesting how the oxford vaccine is less efficient than the Pfizer at stopping covi… https://t.co/4Jz8ICgXsE,Danosaur1,
2021-01-04 17:52:49,Finland reports first adverse reaction to Pfizer-BioNTech COVID-19 vaccine https://t.co/2p0mOjyrcv  Mexico too. Tha… https://t.co/XzkgyeBqgP,pythoroshan,India
2021-01-04 17:52:24,Germany: Best to wait 90 days from the date of your Covid infection before you receive the Pfizer or Moderna Vaccin… https://t.co/Q2EWtmHZjb,FaheemYounus,"Maryland, USA"
2021-01-04 17:51:54,Another death after getting the Pfizer/BioNTech COVID vaccine...  https://t.co/QYCRobodAY,vaxreactions,"Washington, DC"
2021-01-04 17:51:46,Betty Boothroyd questions the ‘’morality’’ of a government denying second COVID jab to senior citizens. Says on Sky… https://t.co/I4IXTCaL4Z,OpinionYP,Yorkshire
2021-01-04 17:50:33,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/y0EDPybyYb",rogerdbridge,
2021-01-04 17:50:15,Portuguese woman dies two days after getting Pfizer covid vaccine | Daily Mail Online https://t.co/PTEhnf0S6A,scorthine93,
2021-01-04 17:50:03,"I was vaccinated against covid-19 a week ago with the pfizer bioNtech vaccine. I had no side effects, except for a… https://t.co/JFKCdqBggf",glambert_iva,"Split, Croatia"
2021-01-04 17:49:21,"Hurray!! The MHRA is no longer advising those with a history of anaphylaxis after vaccines, drugs or food that they… https://t.co/VatKJflzVX",g_threadgold,"Castleford, West Yorkshire"
2021-01-04 17:49:14,Science nerd? Check out this study published @NEJM about the effectiveness of the #COVID19 #vaccine.… https://t.co/Jsf94kFFwG,HGLHC,"Hartford, CT"
2021-01-04 17:49:04,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/p0QDNRM9Cs via @MailOnline",_LoveAndJustice,Italia
2021-01-04 17:48:33,"So safe isn't it?   Portuguese health worker, 41, dies two days after getting #Pfizer jab  https://t.co/xizoUNinVQ… https://t.co/XqkQUjhcjJ",kevint905,"Brampton, Ontario"
2021-01-04 17:48:15,"@firego14 @ElonBachman Anyone surprised?  ""I had the experience. I was a dr, &amp; I was scared to death,"" Sadrzadeh sa… https://t.co/zaFM5tQqzG",Susie1773,
2021-01-04 17:48:09,"@BeNosey @cynthiamckinney  Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/5uJTdTFl7W via @MailOnline",truther2974,
2021-01-04 17:47:35,Waiting for more confirmation.. Does the Pfizer BioNTech COVID-19 vaccine have tracebility on #VeChainThor?… https://t.co/bn5ojMdMNz,VechainW,On chain
2021-01-04 17:47:12,Pfizer rejects government guidance to delay or mix COVID vaccines. via @https://twitter.com/SpotlightNewsUK https://t.co/jAhsqrP5Yv,BeatsSurrender,"London, England"
2021-01-04 17:46:41,@DevorguillaScot @Valkyrie20201 Sorry for your loss https://t.co/kdaWFmEpv7,DaveBthinking,
2021-01-04 17:46:19,"@MaceRothenberg @pfizer @aida_habtezion You went out with a bang, not with a whisper. Good luck with you're new lif… https://t.co/99oYUFUplZ",LeighSilverton,LA & NY; No Tx here. Sorry.
2021-01-04 17:46:19,@McCovfefe17 @uTobian Really? https://t.co/VxQ6AAeRW3,MidwestGal73,United States
2021-01-04 17:45:57,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/mJMGnIXLRW via @MailOnline… https://t.co/3HT3XKG7Xz",CryptoRemco,"Amsterdam, Nederland"
2021-01-04 17:45:24,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/hJUIwTAi8b via https://t.co/PEYLyS9HZp",pcgonenuts,"South East, England, UK"
2021-01-04 17:45:24,"@jpage @jbarro @xeni What would drive quality, price, availability improvements if there is no incentive?  If Moder… https://t.co/B8kaEhIaEX",Cpn_America,United States
2021-01-04 17:45:09,You can’t sue Pfizer or Moderna if you have severe Covid vaccine side effects. The government likely won't compensa… https://t.co/DN6xJQMkpm,MightyM55070329,
2021-01-04 17:44:17,@MattHancock life saving for who? This nurse? https://t.co/UhU9LqX8wi,freepepesilvia,
2021-01-04 17:44:09,@TheQuartering pfizer covid-19 vaccine is NOT safe! 2 people died in iceland and 12 suffering from bad reactions.,Kari80440808,Iceland
2021-01-04 17:43:49,@TheEmissaryCo Honestly it was kind of stupid of the Modi Govt to approve the Bharat Biotech vaccine when trials ju… https://t.co/mioBqMca8j,BurntOutCase,
2021-01-04 17:43:36,"The MHRA is no longer advising that individuals with a history of anaphylaxis to any vaccine, medicine or food do n… https://t.co/APG6dU3EBv",soler_alfredo,"London, Great Britain"
2021-01-04 17:43:21,"Portuguese health worker, 41, dies two days after getting Pfizer jab https://t.co/Ucig2gDM91 via @MailOnline",imreneethatsit,
2021-01-04 17:42:51,@BorisJohnson Pfizer rejects government guidance to delay or mix COVID vaccines.,mitrasmith,London
2021-01-04 17:42:32,About 80 residents and 48 staff members received the first dose of Pfizer-BioNTech's COVID-19 vaccine Saturday at L… https://t.co/7wEAU1QMgi,journalstandard,"Freeport, Illinois"
